GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9F001,C9G001,C9G002,C9G003,C9G004
"G4200190","1980","A","1","2","Pennsylvania","42",,"Butler","019",,,,,,,,,,,,,"01",,,,,,,,"BUTLER COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",146518,731,89,1,0,37,38,81,50,86,71,5,2,5,198,509,421,3,10,75
"G4200210","1980","A","1","2","Pennsylvania","42","3680","Cambria","021",,,,,,,,,,,,,"E",,,,,,,,"CAMBRIA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",179132,3398,91,2,1,17,54,59,54,142,42,14,1,0,256,955,801,21,18,115
"G4200230","1980","A","1","2","Pennsylvania","42",,"Cameron","023",,,,,,,,,,,,,"03",,,,,,,,"CAMERON COUNTY","0","0","1","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0",6640,6,23,0,0,1,0,0,0,1,0,0,0,0,3,21,18,0,0,3
"G4200250","1980","A","1","2","Pennsylvania","42","0240","Carbon","025",,,,,,,,,,,,,"06",,,,,,,,"CARBON COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",53067,30,12,0,0,5,22,30,9,24,11,6,0,0,69,331,294,1,3,33
"G4200270","1980","A","1","2","Pennsylvania","42","8050","Centre","027",,,,,,,,,,,,,"05",,,,,,,,"CENTRE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",109340,1468,104,6,3,161,370,77,207,289,85,3,5,4,638,830,650,29,23,128
"G4200290","1980","A","1","2","Pennsylvania","42","6160","Chester","029",,,,,,,,"77",,,,,"B",,,,,,,,"CHESTER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",288302,23085,242,11,10,146,394,178,295,451,283,22,11,7,3223,5738,2935,288,60,2455
"G4200310","1980","A","1","2","Pennsylvania","42",,"Clarion","031",,,,,,,,,,,,,"04",,,,,,,,"CLARION COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0",42930,246,35,1,0,13,14,2,15,26,8,0,0,0,72,166,130,8,1,27
"G4200330","1980","A","1","2","Pennsylvania","42",,"Clearfield","033",,,,,,,,,,,,,"04",,,,,,,,"CLEARFIELD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",83162,165,57,0,0,16,11,27,40,41,0,1,5,0,53,216,188,0,11,17
"G4200350","1980","A","1","2","Pennsylvania","42",,"Clinton","035",,,,,,,,,,,,,"03",,,,,,,,"CLINTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",38718,129,26,0,0,10,15,8,3,18,5,2,0,1,36,139,125,3,1,10
"G4200370","1980","A","1","2","Pennsylvania","42",,"Columbia","037",,,,,,,,,,,,,"06",,,,,,,,"COLUMBIA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",61493,198,20,1,0,23,13,36,20,66,26,0,1,0,70,198,168,1,5,24
"G4200390","1980","A","1","2","Pennsylvania","42",,"Crawford","039",,,,,,,,,,,,,"01",,,,,,,,"CRAWFORD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",87376,1091,110,5,0,19,30,35,42,46,6,8,0,0,101,331,275,15,19,22
"G4200410","1980","A","1","2","Pennsylvania","42","3240","Cumberland","041",,,,,,,,,,,,,"H",,,,,,,,"CUMBERLAND COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",174166,2457,124,6,1,96,147,102,287,347,309,12,3,1,483,867,672,25,16,154
"G4200430","1980","A","1","2","Pennsylvania","42","3240","Dauphin","043",,,,,,,,,,,,,"H",,,,,,,,"DAUPHIN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",197463,31275,217,6,3,99,158,73,141,352,539,24,0,5,1962,3585,1944,314,49,1278
"G4200450","1980","A","1","2","Pennsylvania","42","6160","Delaware","045",,,,,,,,"77",,,,,"B",,,,,,,,"DELAWARE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",498447,49989,370,5,4,389,762,453,1104,1074,391,34,8,5,1972,4206,2812,445,90,859
"G4200470","1980","A","1","2","Pennsylvania","42",,"Elk","047",,,,,,,,,,,,,"03",,,,,,,,"ELK COUNTY","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",38219,13,19,0,0,7,17,8,8,16,3,1,0,0,27,63,52,1,7,3
"G4200490","1980","A","1","2","Pennsylvania","42","2360","Erie","049",,,,,,,,,,,,,"A",,,,,,,,"ERIE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",264959,12414,326,2,4,57,175,117,180,239,190,13,3,0,1101,2050,1256,116,52,626
"G4200510","1980","A","1","2","Pennsylvania","42",,"Fayette","051",,,,,,,,,,,,,"04",,,,,,,,"FAYETTE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",152891,6041,109,1,3,19,27,57,53,53,32,7,0,1,123,605,539,34,16,16
"G4200530","1980","A","1","2","Pennsylvania","42",,"Forest","053",,,,,,,,,,,,,"03",,,,,,,,"FOREST COUNTY","0","0","1","1","1","0","1","1","0","0","0","1","1","1","1","0","0","0","1","1","0",5033,11,13,0,0,2,0,0,3,2,0,0,0,0,8,15,9,1,0,5
"G4200550","1980","A","1","2","Pennsylvania","42",,"Franklin","055",,,,,,,,,,,,,"07",,,,,,,,"FRANKLIN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",110755,2086,78,1,0,48,22,63,107,49,58,6,4,0,352,646,449,32,16,149
"G4200570","1980","A","1","2","Pennsylvania","42",,"Fulton","057",,,,,,,,,,,,,"05",,,,,,,,"FULTON COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",12716,96,10,0,3,1,0,1,2,2,1,1,0,0,9,61,54,0,1,6
"G4200590","1980","A","1","2","Pennsylvania","42",,"Greene","059",,,,,,,,,,,,,"04",,,,,,,,"GREENE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",40027,316,51,1,0,4,9,12,1,18,6,7,0,0,24,238,216,5,12,5
"G4200610","1980","A","1","2","Pennsylvania","42",,"Huntingdon","061",,,,,,,,,,,,,"05",,,,,,,,"HUNTINGDON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0",41125,969,40,0,0,13,7,7,9,15,1,1,0,0,66,133,100,10,5,18
"G4200630","1980","A","1","2","Pennsylvania","42",,"Indiana","063",,,,,,,,,,,,,"04",,,,,,,,"INDIANA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",90908,952,43,0,1,25,49,25,35,50,30,0,1,0,162,331,282,13,6,30
"G4200650","1980","A","1","2","Pennsylvania","42",,"Jefferson","065",,,,,,,,,,,,,"04",,,,,,,,"JEFFERSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",48112,37,24,0,0,4,12,15,10,22,6,1,0,0,60,142,126,0,1,15
"G4200670","1980","A","1","2","Pennsylvania","42",,"Juniata","067",,,,,,,,,,,,,"05",,,,,,,,"JUNIATA COUNTY","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0",19125,17,8,0,0,0,1,1,1,2,4,0,0,1,28,77,69,0,2,6
"G4200690","1980","A","1","2","Pennsylvania","42","5745","Lackawanna","069",,,,,,,,,,,,,"C",,,,,,,,"LACKAWANNA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",225619,1109,68,0,0,47,109,55,136,337,75,5,0,1,347,802,680,29,17,76
"G4200710","1980","A","1","2","Pennsylvania","42","4000","Lancaster","071",,,,,,,,,,,,,"K",,,,,,,,"LANCASTER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",347282,6972,275,2,2,103,249,74,219,244,1272,18,5,2,5627,9104,3874,231,68,4931
"G4200730","1980","A","1","2","Pennsylvania","42",,"Lawrence","073",,,,,,,,,,,,,"01",,,,,,,,"LAWRENCE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",103720,3042,41,2,2,16,15,35,43,49,9,1,6,0,169,374,322,5,5,42
"G4200750","1980","A","1","2","Pennsylvania","42",,"Lebanon","075",,,,,,,,,,,,,"07",,,,,,,,"LEBANON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",106749,462,50,1,4,29,42,60,76,81,243,4,1,0,780,1605,957,22,20,606
"G4200770","1980","A","1","2","Pennsylvania","42","0240","Lehigh","077",,,,,,,,,,,,,"M",,,,,,,,"LEHIGH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",262974,4134,145,2,0,102,291,117,251,428,248,12,0,0,3645,7028,3952,173,65,2838
"G4200790","1980","A","1","2","Pennsylvania","42","5745","Luzerne","079",,,,,,,,,,,,,"G",,,,,,,,"LUZERNE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",339369,2311,143,2,2,93,87,93,128,242,168,19,11,0,411,1306,1073,31,46,156
"G4200810","1980","A","1","2","Pennsylvania","42","9140","Lycoming","081",,,,,,,,,,,,,"03",,,,,,,,"LYCOMING COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",116063,1749,89,2,0,22,64,54,63,77,36,4,0,1,192,400,327,10,11,52
"G4200830","1980","A","1","2","Pennsylvania","42",,"McKean","083",,,,,,,,,,,,,"01",,,,,,,,"MCKEAN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",50299,96,92,0,0,8,26,11,20,34,14,1,0,0,34,160,148,2,1,9
"G4200850","1980","A","1","2","Pennsylvania","42","7610","Mercer","085",,,,,,,,,,,,,"01",,,,,,,,"MERCER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",122358,5447,87,2,5,26,53,37,46,46,15,9,5,5,158,391,284,55,12,40
"G4200870","1980","A","1","2","Pennsylvania","42",,"Mifflin","087",,,,,,,,,,,,,"05",,,,,,,,"MIFFLIN COUNTY","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",46714,96,18,0,7,6,3,7,10,15,2,0,0,0,30,122,113,0,0,9
"G4200890","1980","A","1","2","Pennsylvania","42","5745","Monroe","089",,,,,,,,,,,,,"06",,,,,,,,"MONROE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",67944,982,46,2,0,16,36,18,73,66,30,7,0,4,185,552,455,18,8,71
"G4200910","1980","A","1","2","Pennsylvania","42","6160","Montgomery","091",,,,,,,,"77",,,,,"B",,,,,,,,"MONTGOMERY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",602543,30864,475,6,5,542,1284,587,2639,1576,744,36,9,21,2290,5391,4015,347,126,903
"G4200930","1980","A","1","2","Pennsylvania","42",,"Montour","093",,,,,,,,,,,,,"06",,,,,,,,"MONTOUR COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",16537,21,14,0,0,1,5,28,10,36,3,0,0,0,20,49,45,0,0,4
"G4200950","1980","A","1","2","Pennsylvania","42","0240","Northampton","095",,,,,,,,,,,,,"M",,,,,,,,"NORTHAMPTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",217303,3974,108,2,2,89,224,92,146,337,271,6,3,3,2858,7059,4482,99,50,2428
"G4200970","1980","A","1","2","Pennsylvania","42",,"Northumberland","097",,,,,,,,,,,,,"06",,,,,,,,"NORTHUMBERLAND COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",99956,162,44,1,1,20,4,25,16,26,29,1,4,0,92,301,276,1,3,21
"G4200990","1980","A","1","2","Pennsylvania","42","3240","Perry","099",,,,,,,,,,,,,"05",,,,,,,,"PERRY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",35607,28,15,0,0,9,2,2,7,11,1,0,0,0,36,138,119,0,0,19
"G4201010","1980","B","1","2","Pennsylvania","42","6160","Philadelphia","101",,,,,,,,"77",,,,,"B",,,,,,,,"PHILADELPHIA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",983084,638878,2271,20,34,891,4987,3480,2904,3074,2038,306,35,49,46159,63570,19615,5393,948,37614
"G4201030","1980","A","1","2","Pennsylvania","42",,"Pike","103",,,,,,,,,,,,,"06",,,,,,,,"PIKE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",18103,55,18,0,0,12,11,3,9,4,1,0,0,0,55,245,220,0,0,25
"G4201050","1980","A","1","2","Pennsylvania","42",,"Potter","105",,,,,,,,,,,,,"02",,,,,,,,"POTTER COUNTY","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",17604,30,27,0,0,7,7,8,5,9,2,0,0,0,27,63,48,0,2,13
"G4201070","1980","A","1","2","Pennsylvania","42",,"Schuylkill","107",,,,,,,,,,,,,"06",,,,,,,,"SCHUYLKILL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",159776,310,67,4,0,21,70,25,86,77,38,1,0,0,155,480,412,24,6,38
"G4201090","1980","A","1","2","Pennsylvania","42",,"Snyder","109",,,,,,,,,,,,,"05",,,,,,,,"SNYDER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",33316,145,24,1,0,5,2,2,7,15,19,1,0,0,47,115,101,0,4,10
"G4201110","1980","A","1","2","Pennsylvania","42","3680","Somerset","111",,,,,,,,,,,,,"E",,,,,,,,"SOMERSET COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",81024,57,30,1,0,7,30,20,8,15,8,0,1,0,42,234,226,0,2,6
"G4201130","1980","A","1","2","Pennsylvania","42",,"Sullivan","113",,,,,,,,,,,,,"03",,,,,,,,"SULLIVAN COUNTY","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0",6290,40,6,0,0,2,0,0,0,1,0,0,0,0,10,35,29,0,0,6
"G4201150","1980","A","1","2","Pennsylvania","42","0960","Susquehanna","115",,,,,,,,,,,,,"02",,,,,,,,"SUSQUEHANNA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",37693,46,44,0,0,7,2,6,12,22,1,1,1,0,41,151,142,1,2,6
"G4201170","1980","A","1","2","Pennsylvania","42",,"Tioga","117",,,,,,,,,,,,,"02",,,,,,,,"TIOGA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",40662,177,26,1,0,8,1,5,21,9,2,2,3,0,56,162,141,3,2,16
"G4201190","1980","A","1","2","Pennsylvania","42",,"Union","119",,,,,,,,,,,,,"05",,,,,,,,"UNION COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0",31685,919,27,0,0,13,24,13,21,15,17,4,0,2,130,221,138,12,6,65
"G4201210","1980","A","1","2","Pennsylvania","42",,"Venango","121",,,,,,,,,,,,,"01",,,,,,,,"VENANGO COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",63875,316,47,1,0,21,0,11,19,45,54,4,1,0,50,210,189,2,1,18
"G4201230","1980","A","1","2","Pennsylvania","42",,"Warren","123",,,,,,,,,,,,,"01",,,,,,,,"WARREN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",47201,47,65,1,0,11,10,11,20,44,3,0,0,0,36,107,88,1,7,11
"G4201250","1980","A","1","2","Pennsylvania","42","6280","Washington","125",,,,,,,,,,,,,"D",,,,,,,,"WASHINGTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",208710,7525,125,5,8,40,43,64,95,95,21,18,0,1,324,1364,1233,31,21,79
"G4201270","1980","A","1","2","Pennsylvania","42",,"Wayne","127",,,,,,,,,,,,,"02",,,,,,,,"WAYNE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0",35057,82,23,1,0,6,3,5,16,14,4,0,0,1,25,161,146,4,3,8
"G4201290","1980","A","1","2","Pennsylvania","42","6280","Westmoreland","129",,,,,,,,,,,,,"D",,,,,,,,"WESTMORELAND COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",384011,6439,240,0,8,93,271,156,171,298,129,11,6,3,458,1246,1028,48,31,139
"G4201310","1980","A","1","2","Pennsylvania","42",,"Wyoming","131",,,,,,,,,,,,,"02",,,,,,,,"WYOMING COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0",26291,74,6,0,0,6,4,2,13,11,1,0,1,0,24,100,93,3,1,3
"G4201330","1980","A","1","2","Pennsylvania","42","9280","York","133",,,,,,,,,,,,,"J",,,,,,,,"YORK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",301151,9079,213,1,3,82,148,96,208,273,273,16,15,1,1404,2700,1744,111,31,814
"G4400010","1980","N","1","1","Rhode Island","44",,"Bristol","001",,,,,,,,,,,,,"A",,,,,,,,"BRISTOL COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",46413,117,39,0,0,14,81,35,24,20,13,1,2,0,183,743,701,1,11,30
"G4400030","1980","N","1","1","Rhode Island","44",,"Kent","003",,,,,,,,,,,,,"A",,,,,,,,"KENT COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",152458,605,143,2,0,54,184,159,97,136,8,10,0,0,307,1067,938,12,16,101
"G4400050","1980","N","1","1","Rhode Island","44",,"Newport","005",,,,,,,,,,,,,"01",,,,,,,,"NEWPORT COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",76730,3012,277,2,3,63,61,423,67,26,16,16,14,1,672,1265,906,66,92,201
"G4400070","1980","N","1","1","Rhode Island","44",,"Providence","007",,,,,,,,,,,,,"A",,,,,,,,"PROVIDENCE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",530459,23056,1542,5,6,275,1179,504,352,529,251,39,35,11,13106,15935,8985,786,225,5939
"G4400090","1980","N","1","1","Rhode Island","44",,"Washington","009",,,,,,,,,,,,,"01",,,,,,,,"WASHINGTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",90632,794,871,5,3,68,213,97,52,140,26,5,0,2,409,697,479,9,25,184
"G4500010","1980","A","3","5","South Carolina","45",,"Abbeville","001",,,,,,,,,,,,,"04",,,,,,,,"ABBEVILLE COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",15103,7456,14,0,0,11,4,6,4,8,0,2,1,0,18,177,60,98,6,13
"G4500030","1980","A","3","5","South Carolina","45","0600","Aiken","003",,,,,,,,,,,,,"B",,,,,,,,"AIKEN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",78965,26152,117,0,0,23,38,9,29,58,31,18,2,1,182,735,393,294,8,40
"G4500050","1980","A","3","5","South Carolina","45",,"Allendale","005",,,,,,,,,,,,,"06",,,,,,,,"ALLENDALE COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",3951,6690,4,0,0,6,12,0,2,10,0,1,0,0,24,172,28,131,0,13
"G4500070","1980","A","3","5","South Carolina","45","0405","Anderson","007",,,,,,,,,,,,,"02",,,,,,,,"ANDERSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",109823,22895,109,4,0,23,42,23,36,65,52,8,0,1,154,825,503,270,6,46
"G4500090","1980","A","3","5","South Carolina","45",,"Bamberg","009",,,,,,,,,,,,,"06",,,,,,,,"BAMBERG COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0",7696,10371,6,0,0,2,3,0,2,27,4,0,0,0,7,189,48,137,0,4
"G4500110","1980","A","3","5","South Carolina","45",,"Barnwell","011",,,,,,,,,,,,,"06",,,,,,,,"BARNWELL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",11564,8236,21,0,0,1,1,7,1,11,0,1,0,0,25,271,126,132,5,8
"G4500130","1980","A","3","5","South Carolina","45",,"Beaufort","013",,,,,,,,,,,,,"08",,,,,,,,"BEAUFORT COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42454,21504,126,2,1,112,29,144,18,54,14,32,22,19,833,1889,809,313,79,688
"G4500150","1980","A","3","5","South Carolina","45","1440","Berkeley","015",,,,,,,,,,,,,"08",,,,,,,,"BERKELEY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",68741,23362,170,1,1,104,41,1513,20,39,45,18,14,2,656,1887,948,298,307,334
"G4500170","1980","A","3","5","South Carolina","45",,"Calhoun","017",,,,,,,,,,,,,"06",,,,,,,,"CALHOUN COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0",5484,6702,1,0,0,2,0,2,2,0,0,6,0,0,7,103,21,80,2,0
"G4500190","1980","A","3","5","South Carolina","45","1440","Charleston","019",,,,,,,,,,,,,"C",,,,,,,,"CHARLESTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",178132,95251,394,12,5,179,172,993,145,157,170,53,15,8,1288,3705,1762,1005,198,740
"G4500210","1980","A","3","5","South Carolina","45",,"Cherokee","021",,,,,,,,,,,,,"03",,,,,,,,"CHEROKEE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",32800,7988,37,1,0,41,0,0,5,35,2,2,0,0,72,312,161,94,2,55
"G4500230","1980","A","3","5","South Carolina","45",,"Chester","023",,,,,,,,,,,,,"03",,,,,,,,"CHESTER COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",18455,11630,27,0,0,2,0,1,8,17,2,1,0,0,5,212,89,117,5,1
"G4500250","1980","A","3","5","South Carolina","45",,"Chesterfield","025",,,,,,,,,,,,,"05",,,,,,,,"CHESTERFIELD COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",25641,12456,37,0,0,2,1,6,0,1,0,3,0,0,14,404,173,215,11,5
"G4500270","1980","A","3","5","South Carolina","45",,"Clarendon","027",,,,,,,,,,,,,"06",,,,,,,,"CLARENDON COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0",11650,15778,5,0,0,1,0,0,2,12,7,3,0,0,6,490,74,414,0,2
"G4500290","1980","A","3","5","South Carolina","45",,"Colleton","029",,,,,,,,,,,,,"08",,,,,,,,"COLLETON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",17141,14436,147,0,0,6,2,3,4,2,10,6,0,0,19,473,84,378,3,8
"G4500310","1980","A","3","5","South Carolina","45",,"Darlington","031",,,,,,,,,,,,,"06",,,,,,,,"DARLINGTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37448,25152,16,0,0,6,0,3,3,20,3,2,3,0,61,619,188,402,4,25
"G4500330","1980","A","3","5","South Carolina","45",,"Dillon","033",,,,,,,,,,,,,"07",,,,,,,,"DILLON COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",17570,13018,412,0,0,7,0,23,3,32,1,5,0,0,12,341,103,212,22,4
"G4500350","1980","A","3","5","South Carolina","45","1440","Dorchester","035",,,,,,,,,,,,,"08",,,,,,,,"DORCHESTER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43010,14865,375,4,0,67,25,165,21,31,17,6,4,0,171,723,377,260,14,72
"G4500370","1980","A","3","5","South Carolina","45",,"Edgefield","037",,,,,,,,,,,,,"04",,,,,,,,"EDGEFIELD COUNTY","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",8753,8725,15,0,0,3,9,1,1,0,0,1,0,0,20,211,42,158,0,11
"G4500390","1980","A","3","5","South Carolina","45",,"Fairfield","039",,,,,,,,,,,,,"04",,,,,,,,"FAIRFIELD COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",8580,12083,9,0,0,4,2,0,1,1,0,1,0,0,19,189,14,165,1,9
"G4500410","1980","A","3","5","South Carolina","45","2655","Florence","041",,,,,,,,,,,,,"07",,,,,,,,"FLORENCE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",68508,41306,96,1,0,9,22,20,44,23,7,14,0,0,113,864,332,513,3,16
"G4500430","1980","A","3","5","South Carolina","45",,"Georgetown","043",,,,,,,,,,,,,"08",,,,,,,,"GEORGETOWN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",23332,19030,20,0,0,8,1,16,10,5,0,4,1,0,34,505,114,378,2,11
"G4500450","1980","A","3","5","South Carolina","45","3160","Greenville","045",,,,,,,,,,,,,"D",,,,,,,,"GREENVILLE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",235210,50842,277,4,4,94,163,64,59,326,113,41,15,3,698,2215,1433,422,59,301
"G4500470","1980","A","3","5","South Carolina","45",,"Greenwood","047",,,,,,,,,,,,,"02",,,,,,,,"GREENWOOD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",40904,16714,38,0,1,8,14,14,20,32,21,13,0,1,67,417,182,204,9,22
"G4500490","1980","A","3","5","South Carolina","45",,"Hampton","049",,,,,,,,,,,,,"06",,,,,,,,"HAMPTON COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",8577,9545,5,2,0,8,0,0,0,1,0,5,0,0,16,197,34,159,1,3
